L,A,Vbias,result
3,8,1.8,True
3,8,1.9,True
3,8,2.0,False
3,9,1.0,False
3,9,1.1,False
3,9,1.2,True
3,9,1.3,True
3,6,1.7,True
3,6,1.8,True
3,6,1.9,True
3,6,2.0,False
3,7,1.0,False
3,7,1.1,False
3,7,1.2,True
3,7,1.3,True
3,7,1.4,True
3,7,1.5,True
3,11,1.2,True
3,11,1.3,True
3,11,1.4,True
3,11,1.5,True
3,11,1.6,True
3,11,1.7,True
3,11,1.8,True
3,11,1.9,True
3,11,2.0,False
3,12,1.0,False
3,7,1.6,True
3,7,1.7,True
3,7,1.8,True
3,7,1.9,True
3,7,2.0,False
3,8,1.0,False
3,8,1.1,False
3,8,1.2,True
3,8,1.3,True
3,8,1.4,True
3,9,1.4,True
3,9,1.5,True
3,9,1.6,True
3,9,1.7,True
3,9,1.8,True
3,9,1.9,True
3,9,2.0,False
3,10,1.0,False
3,10,1.1,False
3,10,1.2,True
3,10,1.3,True
3,10,1.4,True
3,10,1.5,True
3,10,1.6,True
3,10,1.7,True
3,10,1.8,True
3,10,1.9,True
3,10,2.0,False
3,11,1.0,False
3,11,1.1,False
3,13,1.0,False
3,13,1.1,False
3,13,1.2,True
3,13,1.3,True
3,13,1.4,True
3,13,1.5,True
3,13,1.6,True
3,13,1.7,True
3,13,1.8,True
3,13,1.9,True
3,12,1.1,False
3,12,1.2,True
3,12,1.3,True
3,12,1.4,True
3,12,1.5,True
3,12,1.6,True
3,12,1.7,True
3,12,1.8,True
3,12,1.9,True
3,12,2.0,False
3,13,2.0,False
3,14,1.0,False
3,14,1.1,False
3,14,1.2,True
3,14,1.3,True
3,14,1.4,True
3,14,1.5,True
3,14,1.6,True
3,14,1.7,True
3,14,1.8,True
3,14,1.9,True
3,14,2.0,False
3,15,1.0,False
3,15,1.1,False
3,15,1.2,True
3,15,1.3,True
3,15,1.4,True
3,15,1.5,True
3,15,1.6,True
3,15,1.7,True
3,15,1.8,True
3,15,1.9,True
3,15,2.0,False
3,16,1.0,False
3,16,1.1,False
3,16,1.2,True
3,16,1.3,True
3,16,1.4,True
3,16,1.5,True
3,16,1.6,True
3,18,1.5,True
3,18,1.6,True
3,18,1.7,True
3,18,1.8,True
3,18,1.9,True
3,18,2.0,False
3,19,1.0,False
3,19,1.1,False
3,19,1.2,True
3,19,1.3,True
3,19,1.4,True
3,19,1.5,True
3,19,1.6,True
3,19,1.7,True
3,19,1.8,True
3,19,1.9,True
3,19,2.0,False
3,20,1.0,False
3,20,1.1,False
3,20,1.2,True
3,16,1.7,True
3,16,1.8,True
3,16,1.9,True
3,16,2.0,False
3,17,1.0,False
3,17,1.1,False
3,17,1.2,True
3,17,1.3,True
3,17,1.4,True
3,17,1.5,True
3,20,1.3,True
3,20,1.4,True
3,20,1.5,True
3,20,1.6,True
3,20,1.7,True
3,20,1.8,True
3,20,1.9,True
3,20,2.0,False
3,21,1.0,False
3,21,1.1,False
3,17,1.6,True
3,17,1.7,True
3,17,1.8,True
3,17,1.9,True
3,17,2.0,False
3,18,1.0,False
3,18,1.1,False
3,18,1.2,True
3,18,1.3,True
3,18,1.4,True
3,21,1.2,True
3,21,1.3,True
3,21,1.4,True
3,21,1.5,True
3,21,1.6,True
3,21,1.7,True
3,21,1.8,True
3,21,1.9,True
3,21,2.0,False
3,22,1.0,False
3,23,1.0,False
3,23,1.1,False
3,23,1.2,False
3,23,1.3,True
3,23,1.4,True
3,23,1.5,True
3,23,1.6,True
3,23,1.7,True
3,23,1.8,True
3,23,1.9,True
3,22,1.1,False
3,22,1.2,True
3,22,1.3,True
3,22,1.4,True
3,22,1.5,True
3,22,1.6,True
3,22,1.7,True
3,22,1.8,True
3,22,1.9,True
3,22,2.0,False
3,23,2.0,False
3,24,1.0,False
3,24,1.1,False
3,24,1.2,False
3,24,1.3,True
3,24,1.4,True
3,24,1.5,True
3,24,1.6,True
3,24,1.7,True
3,24,1.8,True
3,25,1.8,True
3,25,1.9,True
3,25,2.0,False
3,26,1.0,False
3,26,1.1,False
3,26,1.2,False
3,26,1.3,True
3,26,1.4,True
3,26,1.5,True
3,26,1.6,True
3,24,1.9,True
3,24,2.0,False
3,25,1.0,False
3,25,1.1,False
3,25,1.2,False
3,25,1.3,True
3,25,1.4,True
3,25,1.5,True
3,25,1.6,True
3,25,1.7,True
3,26,1.7,True
3,26,1.8,True
3,26,1.9,True
3,26,2.0,False
3,27,1.0,False
3,27,1.1,False
3,27,1.2,False
3,27,1.3,True
3,27,1.4,True
3,27,1.5,True
4,2,1.2,True
4,2,1.3,True
4,2,1.4,True
4,2,1.5,True
4,2,1.6,True
4,2,1.7,True
4,2,1.8,True
4,2,1.9,True
4,2,2.0,False
4,3,1.0,False
4,3,1.1,False
4,3,1.2,True
4,3,1.3,True
4,3,1.4,True
4,3,1.5,True
4,3,1.6,True
4,3,1.7,True
4,3,1.8,True
4,3,1.9,True
4,3,2.0,False
3,29,1.4,True
3,29,1.5,True
3,29,1.6,True
3,29,1.7,True
3,29,1.8,True
3,29,1.9,False
3,29,2.0,False
3,30,1.0,False
3,30,1.1,False
3,30,1.2,False
4,4,1.0,False
4,4,1.1,False
4,4,1.2,True
4,4,1.3,True
4,4,1.4,True
4,4,1.5,True
4,4,1.6,True
4,4,1.7,True
4,4,1.8,True
4,4,1.9,True
3,28,1.5,True
3,28,1.6,True
3,28,1.7,True
3,28,1.8,True
3,28,1.9,False
3,28,2.0,False
3,29,1.0,False
3,29,1.1,False
3,29,1.2,False
3,29,1.3,False
3,30,1.3,False
3,30,1.4,True
3,30,1.5,True
3,30,1.6,True
3,30,1.7,True
3,30,1.8,True
3,30,1.9,False
3,30,2.0,False
4,2,1.0,False
4,2,1.1,False
3,27,1.6,True
3,27,1.7,True
3,27,1.8,True
3,27,1.9,True
3,27,2.0,False
3,28,1.0,False
3,28,1.1,False
3,28,1.2,False
3,28,1.3,False
3,28,1.4,True
4,4,2.0,False
4,5,1.0,False
4,5,1.1,False
4,5,1.2,True
4,5,1.3,True
4,5,1.4,True
4,5,1.5,True
4,5,1.6,True
4,5,1.7,True
4,5,1.8,True
4,5,1.9,True
4,5,2.0,False
4,6,1.0,False
4,6,1.1,False
4,6,1.2,True
4,6,1.3,True
4,6,1.4,True
4,6,1.5,True
4,6,1.6,True
4,6,1.7,True
4,8,1.6,True
4,8,1.7,True
4,8,1.8,True
4,8,1.9,True
4,8,2.0,False
4,9,1.0,False
4,9,1.1,False
4,9,1.2,True
4,9,1.3,True
4,9,1.4,True
4,6,1.8,True
4,6,1.9,True
4,6,2.0,False
4,7,1.0,False
4,7,1.1,False
4,7,1.2,True
4,7,1.3,True
4,7,1.4,True
4,7,1.5,True
4,7,1.6,True
4,7,1.7,True
4,7,1.8,True
4,7,1.9,True
4,7,2.0,False
4,8,1.0,False
4,8,1.1,False
4,8,1.2,True
4,8,1.3,True
4,8,1.4,True
4,8,1.5,True
4,9,1.5,True
4,9,1.6,True
4,9,1.7,True
4,9,1.8,True
4,9,1.9,True
4,9,2.0,False
4,10,1.0,False
4,10,1.1,False
4,10,1.2,True
4,10,1.3,True
4,11,1.3,True
4,11,1.4,True
4,11,1.5,True
4,11,1.6,True
4,11,1.7,True
4,11,1.8,True
4,11,1.9,True
4,11,2.0,False
4,12,1.0,False
4,12,1.1,False
4,12,1.2,True
4,12,1.3,True
4,12,1.4,True
4,12,1.5,True
4,12,1.6,True
4,12,1.7,True
4,12,1.8,True
4,12,1.9,True
4,12,2.0,False
4,13,1.0,False
4,10,1.4,True
4,10,1.5,True
4,10,1.6,True
4,10,1.7,True
4,10,1.8,True
4,10,1.9,True
4,10,2.0,False
4,11,1.0,False
4,11,1.1,False
4,11,1.2,True
4,13,1.1,False
4,13,1.2,True
4,13,1.3,True
4,13,1.4,True
4,13,1.5,True
4,13,1.6,True
4,13,1.7,True
4,13,1.8,True
4,13,1.9,True
4,13,2.0,False
4,14,1.0,False
4,14,1.1,False
4,14,1.2,True
4,14,1.3,True
4,14,1.4,True
4,14,1.5,True
4,14,1.6,True
4,14,1.7,True
4,14,1.8,True
4,14,1.9,True
4,14,2.0,False
4,15,1.0,False
4,15,1.1,False
4,15,1.2,True
4,15,1.3,True
4,15,1.4,True
4,15,1.5,True
4,15,1.6,True
4,15,1.7,True
4,15,1.8,True
4,15,1.9,True
4,15,2.0,False
4,16,1.0,False
4,16,1.1,False
4,16,1.2,True
4,16,1.3,True
4,16,1.4,True
4,16,1.5,True
4,16,1.6,True
4,16,1.7,True
4,16,1.8,True
4,16,1.9,True
4,16,2.0,False
4,17,1.0,False
4,17,1.1,False
4,17,1.2,True
4,17,1.3,True
4,17,1.4,True
4,17,1.5,True
4,17,1.6,True
4,18,1.6,True
4,18,1.7,True
4,18,1.8,True
4,18,1.9,True
4,18,2.0,False
4,19,1.0,False
4,19,1.1,False
4,19,1.2,True
4,19,1.3,True
4,19,1.4,True
4,17,1.7,True
4,17,1.8,True
4,17,1.9,True
4,17,2.0,False
4,18,1.0,False
4,18,1.1,False
4,18,1.2,True
4,18,1.3,True
4,18,1.4,True
4,18,1.5,True
4,19,1.5,True
4,19,1.6,True
4,19,1.7,True
4,19,1.8,True
4,19,1.9,True
4,19,2.0,False
4,20,1.0,False
4,20,1.1,False
4,20,1.2,True
4,20,1.3,True
4,20,1.4,True
4,20,1.5,True
4,20,1.6,True
4,20,1.7,True
4,20,1.8,True
4,20,1.9,True
4,20,2.0,False
4,21,1.0,False
4,21,1.1,False
4,21,1.2,True
4,21,1.3,True
4,21,1.4,True
4,21,1.5,True
4,21,1.6,True
4,21,1.7,True
4,21,1.8,True
4,21,1.9,True
4,21,2.0,False
4,22,1.0,False
4,22,1.1,False
4,24,1.0,False
4,24,1.1,False
4,24,1.2,False
4,24,1.3,True
4,24,1.4,True
4,24,1.5,True
4,24,1.6,True
4,24,1.7,True
4,24,1.8,True
4,24,1.9,True
4,22,1.2,False
4,22,1.3,True
4,22,1.4,True
4,22,1.5,True
4,22,1.6,True
4,22,1.7,True
4,22,1.8,True
4,22,1.9,True
4,22,2.0,False
4,23,1.0,False
4,24,2.0,False
4,25,1.0,False
4,25,1.1,False
4,25,1.2,False
4,25,1.3,True
4,25,1.4,True
4,25,1.5,True
4,25,1.6,True
4,25,1.7,True
4,25,1.8,True
4,23,1.1,False
4,23,1.2,False
4,23,1.3,True
4,23,1.4,True
4,23,1.5,True
4,23,1.6,True
4,23,1.7,True
4,23,1.8,True
4,23,1.9,True
4,23,2.0,False
4,26,1.8,True
4,26,1.9,True
4,26,2.0,False
4,27,1.0,False
4,27,1.1,False
4,27,1.2,False
4,27,1.3,False
4,27,1.4,True
4,27,1.5,True
4,27,1.6,True
4,25,1.9,True
4,25,2.0,False
4,26,1.0,False
4,26,1.1,False
4,26,1.2,False
4,26,1.3,True
4,26,1.4,True
4,26,1.5,True
4,26,1.6,True
4,26,1.7,True
4,27,1.7,True
4,27,1.8,True
4,27,1.9,False
4,27,2.0,False
4,28,1.0,False
4,28,1.1,False
4,28,1.2,False
4,28,1.3,False
4,28,1.4,True
4,28,1.5,True
4,29,1.5,True
4,29,1.6,True
4,29,1.7,True
4,29,1.8,True
4,29,1.9,False
4,29,2.0,False
4,30,1.0,False
4,30,1.1,False
4,30,1.2,False
4,30,1.3,False
4,28,1.6,True
4,28,1.7,True
4,28,1.8,True
4,28,1.9,False
4,28,2.0,False
4,29,1.0,False
4,29,1.1,False
4,29,1.2,False
4,29,1.3,False
4,29,1.4,True
4,30,1.4,False
4,30,1.5,True
4,30,1.6,True
4,30,1.7,True
4,30,1.8,True
4,30,1.9,False
4,30,2.0,False
5,2,1.0,False
5,2,1.1,False
5,2,1.2,True
5,2,1.3,True
5,2,1.4,True
5,2,1.5,True
5,2,1.6,True
5,2,1.7,True
5,2,1.8,True
5,2,1.9,True
5,2,2.0,False
5,3,1.0,False
5,3,1.1,False
5,4,1.1,False
5,4,1.2,True
5,4,1.3,True
5,4,1.4,True
5,4,1.5,True
5,4,1.6,True
5,4,1.7,True
5,4,1.8,True
5,4,1.9,True
5,4,2.0,False
5,3,1.2,True
5,3,1.3,True
5,3,1.4,True
5,3,1.5,True
5,3,1.6,True
5,3,1.7,True
5,3,1.8,True
5,3,1.9,True
5,3,2.0,False
5,4,1.0,False
5,5,2.0,False
5,6,1.0,False
5,6,1.1,False
5,6,1.2,True
5,6,1.3,True
5,6,1.4,True
5,6,1.5,True
5,6,1.6,True
5,6,1.7,True
5,6,1.8,True
5,6,1.9,True
5,6,2.0,False
5,7,1.0,False
5,7,1.1,False
5,7,1.2,True
5,7,1.3,True
5,7,1.4,True
5,7,1.5,True
5,7,1.6,True
5,7,1.7,True
5,5,1.0,False
5,5,1.1,False
5,5,1.2,True
5,5,1.3,True
5,5,1.4,True
5,5,1.5,True
5,5,1.6,True
5,5,1.7,True
5,5,1.8,True
5,5,1.9,True
5,7,1.8,True
5,7,1.9,True
5,7,2.0,False
5,8,1.0,False
5,8,1.1,False
5,8,1.2,True
5,8,1.3,True
5,8,1.4,True
5,8,1.5,True
5,8,1.6,True
5,8,1.7,True
5,8,1.8,True
5,8,1.9,True
5,8,2.0,False
5,9,1.0,False
5,9,1.1,False
5,9,1.2,True
5,9,1.3,True
5,9,1.4,True
5,9,1.5,True
5,9,1.6,True
5,9,1.7,True
5,9,1.8,True
5,9,1.9,True
5,9,2.0,False
5,10,1.0,False
5,10,1.1,False
5,10,1.2,True
5,10,1.3,True
5,10,1.4,True
5,10,1.5,True
5,10,1.6,True
5,10,1.7,True
5,10,1.8,True
5,10,1.9,True
5,10,2.0,False
5,11,1.0,False
5,11,1.1,False
5,11,1.2,True
5,11,1.3,True
5,11,1.4,True
5,11,1.5,True
5,11,1.6,True
5,11,1.7,True
5,11,1.8,True
5,11,1.9,True
5,11,2.0,False
5,12,1.0,False
5,12,1.1,False
5,12,1.2,True
5,12,1.3,True
5,12,1.4,True
5,12,1.5,True
5,12,1.6,True
5,12,1.7,True
5,12,1.8,True
5,12,1.9,True
5,12,2.0,False
5,13,1.0,False
5,13,1.1,False
5,14,1.1,False
5,14,1.2,True
5,14,1.3,True
5,14,1.4,True
5,14,1.5,True
5,14,1.6,True
5,14,1.7,True
5,14,1.8,True
5,14,1.9,True
5,14,2.0,False
5,13,1.2,True
5,13,1.3,True
5,13,1.4,True
5,13,1.5,True
5,13,1.6,True
5,13,1.7,True
5,13,1.8,True
5,13,1.9,True
5,13,2.0,False
5,14,1.0,False
5,15,1.0,False
5,15,1.1,False
5,15,1.2,True
5,15,1.3,True
5,15,1.4,True
5,15,1.5,True
5,15,1.6,True
5,15,1.7,True
5,15,1.8,True
5,15,1.9,True
5,16,1.9,True
5,16,2.0,False
5,17,1.0,False
5,17,1.1,False
5,17,1.2,True
5,17,1.3,True
5,17,1.4,True
5,17,1.5,True
5,17,1.6,True
5,17,1.7,True
5,15,2.0,False
5,16,1.0,False
5,16,1.1,False
5,16,1.2,True
5,16,1.3,True
5,16,1.4,True
5,16,1.5,True
5,16,1.6,True
5,16,1.7,True
5,16,1.8,True
5,17,1.8,True
5,17,1.9,True
5,17,2.0,False
5,18,1.0,False
5,18,1.1,False
5,18,1.2,True
5,18,1.3,True
5,18,1.4,True
5,18,1.5,True
5,18,1.6,True
5,18,1.7,True
5,18,1.8,True
5,18,1.9,True
5,18,2.0,False
5,19,1.0,False
5,19,1.1,False
5,19,1.2,True
5,19,1.3,True
5,19,1.4,True
5,19,1.5,True
5,19,1.6,True
5,19,1.7,True
5,19,1.8,True
5,19,1.9,True
5,19,2.0,False
5,20,1.0,False
5,20,1.1,False
5,20,1.2,True
5,20,1.3,True
5,20,1.4,True
5,20,1.5,True
5,20,1.6,True
5,20,1.7,True
5,20,1.8,True
5,20,1.9,True
5,20,2.0,False
5,21,1.0,False
5,21,1.1,False
5,21,1.2,False
5,21,1.3,True
5,21,1.4,True
5,21,1.5,True
5,21,1.6,True
5,21,1.7,True
5,21,1.8,True
5,21,1.9,True
5,21,2.0,False
5,22,1.0,False
5,22,1.1,False
5,22,1.2,False
5,22,1.3,True
5,22,1.4,True
5,22,1.5,True
5,22,1.6,True
5,22,1.7,True
5,22,1.8,True
5,22,1.9,True
5,22,2.0,False
5,23,1.0,False
5,23,1.1,False
5,23,1.2,False
5,23,1.3,True
5,23,1.4,True
5,23,1.5,True
5,23,1.6,True
5,23,1.7,True
5,23,1.8,True
5,23,1.9,True
5,23,2.0,False
5,24,1.0,False
5,25,1.0,False
5,25,1.1,False
5,25,1.2,False
5,25,1.3,True
5,25,1.4,True
5,25,1.5,True
5,25,1.6,True
5,25,1.7,True
5,25,1.8,True
5,25,1.9,True
5,25,2.0,False
5,26,1.0,False
5,26,1.1,False
5,26,1.2,False
5,26,1.3,False
5,26,1.4,True
5,26,1.5,True
5,26,1.6,True
5,26,1.7,True
5,26,1.8,True
5,24,1.1,False
5,24,1.2,False
5,24,1.3,True
5,24,1.4,True
5,24,1.5,True
5,24,1.6,True
5,24,1.7,True
5,24,1.8,True
5,24,1.9,True
5,24,2.0,False
5,26,1.9,False
5,26,2.0,False
5,27,1.0,False
5,27,1.1,False
5,27,1.2,False
5,27,1.3,False
5,27,1.4,True
5,27,1.5,True
5,27,1.6,True
5,27,1.7,True
5,28,1.7,True
5,28,1.8,True
5,28,1.9,False
5,28,2.0,False
5,29,1.0,False
5,29,1.1,False
5,29,1.2,False
5,29,1.3,False
5,29,1.4,False
5,29,1.5,True
5,27,1.8,True
5,27,1.9,False
5,27,2.0,False
5,28,1.0,False
5,28,1.1,False
5,28,1.2,False
5,28,1.3,False
5,28,1.4,True
5,28,1.5,True
5,28,1.6,True
6,2,1.4,True
6,2,1.5,True
6,2,1.6,True
6,2,1.7,True
6,2,1.8,True
6,2,1.9,True
6,2,2.0,False
6,3,1.0,False
6,3,1.1,False
6,3,1.2,True
6,3,1.3,True
6,3,1.4,True
6,3,1.5,True
6,3,1.6,True
6,3,1.7,True
6,3,1.8,True
6,3,1.9,True
6,3,2.0,False
6,4,1.0,False
6,4,1.1,False
5,29,1.6,True
5,29,1.7,True
5,29,1.8,True
5,29,1.9,False
5,29,2.0,False
5,30,1.0,False
5,30,1.1,False
5,30,1.2,False
5,30,1.3,False
5,30,1.4,False
5,30,1.5,True
5,30,1.6,True
5,30,1.7,True
5,30,1.8,True
5,30,1.9,False
5,30,2.0,False
6,2,1.0,False
6,2,1.1,False
6,2,1.2,True
6,2,1.3,True
6,4,1.2,True
6,4,1.3,True
6,4,1.4,True
6,4,1.5,True
6,4,1.6,True
6,4,1.7,True
6,4,1.8,True
6,4,1.9,True
6,4,2.0,False
6,5,1.0,False
6,5,1.1,False
6,5,1.2,True
6,5,1.3,True
6,5,1.4,True
6,5,1.5,True
6,5,1.6,True
6,5,1.7,True
6,5,1.8,True
6,5,1.9,True
6,5,2.0,False
6,6,1.0,False
6,6,1.1,False
6,6,1.2,True
6,6,1.3,True
6,6,1.4,True
6,6,1.5,True
6,6,1.6,True
6,6,1.7,True
6,6,1.8,True
6,6,1.9,True
6,7,1.9,True
6,7,2.0,False
6,8,1.0,False
6,8,1.1,False
6,8,1.2,True
6,8,1.3,True
6,8,1.4,True
6,8,1.5,True
6,8,1.6,True
6,8,1.7,True
6,6,2.0,False
6,7,1.0,False
6,7,1.1,False
6,7,1.2,True
6,7,1.3,True
6,7,1.4,True
6,7,1.5,True
6,7,1.6,True
6,7,1.7,True
6,7,1.8,True
6,8,1.8,True
6,8,1.9,True
6,8,2.0,False
6,9,1.0,False
6,9,1.1,False
6,9,1.2,True
6,9,1.3,True
6,9,1.4,True
6,9,1.5,True
6,9,1.6,True
6,9,1.7,True
6,9,1.8,True
6,9,1.9,True
6,9,2.0,False
6,10,1.0,False
6,10,1.1,False
6,10,1.2,True
6,10,1.3,True
6,10,1.4,True
6,10,1.5,True
6,10,1.6,True
6,10,1.7,True
6,10,1.8,True
6,10,1.9,True
6,10,2.0,False
6,11,1.0,False
6,11,1.1,False
6,11,1.2,True
6,11,1.3,True
6,11,1.4,True
6,11,1.5,True
6,11,1.6,True
6,11,1.7,True
6,11,1.8,True
6,11,1.9,True
6,11,2.0,False
6,12,1.0,False
6,12,1.1,False
6,12,1.2,True
6,12,1.3,True
6,12,1.4,True
6,12,1.5,True
6,12,1.6,True
6,12,1.7,True
6,12,1.8,True
6,12,1.9,True
6,12,2.0,False
