L,Vbias,result
4.8,1.05,True
4.9,0.55,True
4.9,0.6,True
4.9,0.65,True
4.9,0.7,True
4.9,0.75,True
4.9,0.8,True
4.9,0.85,True
4.9,0.9,True
4.9,0.95,True
4.9,1.0,True
5.0,0.5,True
5.0,0.55,True
5.0,0.6,True
5.0,0.65,True
5.0,0.7,True
5.0,0.75,True
5.0,0.8,True
5.0,0.85,True
5.0,0.9,True
5.0,0.95,True
4.4,1.3,False
4.4,1.35,False
4.4,1.4,False
4.4,1.45,False
4.4,1.5,False
4.5,0.5,True
4.5,0.55,True
4.5,0.6,True
4.5,0.65,True
4.5,0.7,True
4.5,1.25,True
4.5,1.3,False
4.5,1.35,False
4.5,1.4,False
4.5,1.45,False
4.5,1.5,False
4.6,0.5,True
4.6,0.55,True
4.6,0.6,True
4.6,0.65,True
4.6,1.2,True
4.6,1.25,True
4.6,1.3,False
4.6,1.35,False
4.6,1.4,False
4.6,1.45,False
4.6,1.5,False
4.7,0.5,True
4.7,0.55,True
4.7,0.6,True
5.0,1.5,False
5.1,0.5,True
5.1,0.55,True
5.1,0.6,True
5.1,0.65,True
5.1,0.7,True
5.1,0.75,True
5.1,0.8,True
5.1,0.85,True
5.1,0.9,True
5.1,0.95,True
5.1,1.0,True
5.1,1.05,True
5.1,1.1,False
5.1,1.15,False
5.1,1.2,False
5.1,1.25,False
5.1,1.3,False
5.1,1.35,False
5.1,1.4,False
4.7,1.15,True
4.7,1.2,True
4.7,1.25,True
4.7,1.3,False
4.7,1.35,False
4.7,1.4,False
4.7,1.45,False
4.7,1.5,False
4.8,0.5,True
4.8,0.55,True
5.0,1.0,True
5.0,1.05,True
5.0,1.1,True
5.0,1.15,True
5.0,1.2,False
5.0,1.25,False
5.0,1.3,False
5.0,1.35,False
5.0,1.4,False
5.0,1.45,False
4.8,1.1,True
4.8,1.15,True
4.8,1.2,True
4.8,1.25,True
4.8,1.3,False
4.8,1.35,False
4.8,1.4,False
4.8,1.45,False
4.8,1.5,False
4.9,0.5,True
5.2,0.9,True
5.2,0.95,True
5.2,1.0,False
5.2,1.05,False
5.2,1.1,False
5.2,1.15,False
5.2,1.2,False
5.2,1.25,False
5.2,1.3,False
5.2,1.35,False
4.9,1.05,True
4.9,1.1,True
4.9,1.15,True
4.9,1.2,True
4.9,1.25,True
4.9,1.3,False
4.9,1.35,False
4.9,1.4,False
4.9,1.45,False
4.9,1.5,False
5.3,0.85,False
5.3,0.9,False
5.3,0.95,False
5.3,1.0,False
5.3,1.05,False
5.3,1.1,False
5.3,1.15,False
5.3,1.2,False
5.3,1.25,False
5.3,1.3,False
5.1,1.45,False
5.1,1.5,False
5.2,0.5,True
5.2,0.55,True
5.2,0.6,True
5.2,0.65,True
5.2,0.7,True
5.2,0.75,True
5.2,0.8,True
5.2,0.85,True
5.4,0.8,False
5.4,0.85,False
5.4,0.9,False
5.4,0.95,False
5.4,1.0,False
5.4,1.05,False
5.4,1.1,False
5.4,1.15,False
5.4,1.2,False
5.4,1.25,False
5.5,0.75,False
5.5,0.8,False
5.5,0.85,False
5.5,0.9,False
5.5,0.95,False
5.5,1.0,False
5.5,1.05,False
5.5,1.1,False
5.5,1.15,False
5.5,1.2,False
5.6,0.7,True
5.6,0.75,True
5.6,0.8,True
5.6,0.85,True
5.6,0.9,False
5.6,0.95,False
5.6,1.0,False
5.6,1.05,False
5.6,1.1,False
5.6,1.15,False
5.7,0.65,True
5.7,0.7,True
5.7,0.75,True
5.7,0.8,True
5.7,0.85,True
5.7,0.9,True
5.7,0.95,True
5.7,1.0,False
5.7,1.05,False
5.7,1.1,False
5.2,1.4,False
5.2,1.45,False
5.2,1.5,False
5.3,0.5,True
5.3,0.55,True
5.3,0.6,True
5.3,0.65,True
5.3,0.7,True
5.3,0.75,True
5.3,0.8,True
5.8,0.6,True
5.8,0.65,True
5.8,0.7,True
5.8,0.75,True
5.8,0.8,True
5.8,0.85,True
5.8,0.9,True
5.8,0.95,True
5.8,1.0,True
5.8,1.05,False
5.9,0.55,True
5.9,0.6,True
5.9,0.65,True
5.9,0.7,True
5.9,0.75,True
5.9,0.8,True
5.9,0.85,True
5.9,0.9,True
5.9,0.95,True
5.9,1.0,True
6.0,0.5,True
6.0,0.55,True
6.0,0.6,True
6.0,0.65,True
6.0,0.7,True
6.0,0.75,True
6.0,0.8,True
6.0,0.85,True
6.0,0.9,True
6.0,0.95,True
5.3,1.35,False
5.3,1.4,False
5.3,1.45,False
5.3,1.5,False
5.4,0.5,False
5.4,0.55,True
5.4,0.6,True
5.4,0.65,True
5.4,0.7,True
5.4,0.75,False
5.4,1.3,False
5.4,1.35,False
5.4,1.4,False
5.4,1.45,False
5.4,1.5,False
5.5,0.5,False
5.5,0.55,True
5.5,0.6,True
5.5,0.65,True
5.5,0.7,True
5.5,1.25,False
5.5,1.3,False
5.5,1.35,False
5.5,1.4,False
5.5,1.45,False
5.5,1.5,False
5.6,0.5,True
5.6,0.55,True
5.6,0.6,True
5.6,0.65,True
5.6,1.2,False
5.6,1.25,False
5.6,1.3,False
5.6,1.35,False
5.6,1.4,False
5.6,1.45,False
5.6,1.5,False
5.7,0.5,True
5.7,0.55,True
5.7,0.6,True
5.7,1.15,False
5.7,1.2,False
5.7,1.25,False
5.7,1.3,False
5.7,1.35,False
5.7,1.4,False
5.7,1.45,False
5.7,1.5,False
5.8,0.5,True
5.8,0.55,True
6.1,1.45,False
6.1,1.5,False
5.8,1.1,False
5.8,1.15,False
5.8,1.2,False
5.8,1.25,False
5.8,1.3,False
5.8,1.35,False
5.8,1.4,False
5.8,1.45,False
5.8,1.5,False
5.9,0.5,True
6.0,1.0,True
6.0,1.05,True
6.0,1.1,True
6.0,1.15,False
6.0,1.2,False
6.0,1.25,False
6.0,1.3,False
6.0,1.35,False
6.0,1.4,False
6.0,1.45,False
6.0,1.5,False
6.1,0.5,True
6.1,0.55,True
6.1,0.6,True
6.1,0.65,True
6.1,0.7,True
6.1,0.75,True
6.1,0.8,True
6.1,0.85,True
6.1,0.9,True
6.1,0.95,True
6.1,1.0,True
6.1,1.05,True
6.1,1.1,True
6.1,1.15,False
6.1,1.2,False
6.1,1.25,False
6.1,1.3,False
6.1,1.35,False
6.1,1.4,False
5.9,1.05,True
5.9,1.1,False
5.9,1.15,False
5.9,1.2,False
5.9,1.25,False
5.9,1.3,False
5.9,1.35,False
5.9,1.4,False
5.9,1.45,False
5.9,1.5,False
