L,A,Vbias,result
4,10,0.7,True
4,10,0.8,True
4,10,0.9,True
4,10,1.0,True
4,10,1.1,True
4,10,1.2,True
4,10,1.3,False
4,5,0.4,True
4,5,0.5,True
4,5,0.6,True
4,5,0.7,True
4,5,0.8,True
4,5,0.9,True
4,5,1.0,True
4,5,1.1,True
4,5,1.2,True
4,5,1.3,False
4,6,0.4,True
4,6,0.5,True
4,6,0.6,True
4,6,0.7,True
4,6,0.8,True
4,6,0.9,True
4,6,1.0,True
4,6,1.1,True
4,6,1.2,True
4,6,1.3,False
4,7,0.4,True
4,7,0.5,True
4,7,0.6,True
4,7,0.7,True
4,7,0.8,True
4,7,0.9,True
4,7,1.0,True
4,7,1.1,True
4,7,1.2,True
4,7,1.3,False
4,8,0.4,True
4,8,0.5,True
4,8,0.6,True
4,8,0.7,True
4,8,0.8,True
4,8,0.9,True
4,8,1.0,True
4,8,1.1,True
4,8,1.2,True
4,8,1.3,False
5,1,0.4,True
5,1,0.5,True
5,1,0.6,True
5,1,0.7,True
5,1,0.8,True
5,1,0.9,True
5,1,1.0,True
5,1,1.1,True
5,1,1.2,False
5,1,1.3,False
5,2,0.4,True
5,2,0.5,True
5,2,0.6,True
5,2,0.7,True
5,2,0.8,True
5,2,0.9,True
5,2,1.0,True
5,2,1.1,True
5,2,1.2,False
5,2,1.3,False
5,3,0.4,True
5,3,0.5,True
5,3,0.6,True
5,3,0.7,True
5,3,0.8,True
5,3,0.9,True
5,3,1.0,True
5,3,1.1,True
5,3,1.2,False
5,3,1.3,False
5,4,0.4,True
5,4,0.5,True
5,4,0.6,True
5,4,0.7,True
5,4,0.8,True
5,4,0.9,True
5,4,1.0,True
5,4,1.1,True
5,4,1.2,False
5,4,1.3,False
5,5,0.4,True
5,5,0.5,True
5,5,0.6,True
5,5,0.7,True
5,5,0.8,True
5,5,0.9,True
5,5,1.0,True
5,5,1.1,True
5,5,1.2,False
5,5,1.3,False
5,6,0.4,True
5,6,0.5,True
5,6,0.6,True
5,6,0.7,True
5,6,0.8,True
5,6,0.9,True
5,6,1.0,True
5,6,1.1,True
5,6,1.2,False
5,6,1.3,False
5,7,0.4,True
5,7,0.5,True
5,7,0.6,True
5,7,0.7,True
5,7,0.8,True
5,7,0.9,True
5,7,1.0,True
5,7,1.1,True
5,7,1.2,False
5,7,1.3,False
5,8,0.4,True
5,8,0.5,True
5,8,0.6,True
5,8,0.7,True
5,8,0.8,True
5,8,0.9,True
5,8,1.0,True
5,8,1.1,True
5,8,1.2,False
5,8,1.3,False
5,9,0.4,True
5,9,0.5,True
5,9,0.6,True
5,9,0.7,True
5,9,0.8,True
5,9,0.9,True
5,9,1.0,True
5,9,1.1,True
5,9,1.2,False
5,9,1.3,False
5,10,0.4,True
5,10,0.5,True
5,10,0.6,True
5,10,0.7,True
5,10,0.8,True
5,10,0.9,True
5,10,1.0,True
5,10,1.1,True
5,10,1.2,True
5,10,1.3,False
6,1,0.4,True
6,1,0.5,True
6,1,0.6,True
6,1,0.7,True
6,1,0.8,True
6,1,0.9,True
6,1,1.0,True
6,1,1.1,True
6,1,1.2,False
6,1,1.3,False
6,2,0.4,True
6,2,0.5,True
6,2,0.6,True
6,2,0.7,True
6,2,0.8,True
6,2,0.9,True
6,2,1.0,True
6,2,1.1,True
6,2,1.2,False
6,2,1.3,False
6,3,0.4,True
6,3,0.5,True
6,3,0.6,True
6,3,0.7,True
6,3,0.8,True
6,3,0.9,True
6,3,1.0,True
6,3,1.1,True
6,3,1.2,False
6,3,1.3,False
6,4,0.4,True
6,4,0.5,True
6,4,0.6,True
6,4,0.7,True
6,4,0.8,True
6,4,0.9,True
6,4,1.0,True
6,4,1.1,True
6,4,1.2,False
6,4,1.3,False
6,5,0.4,True
6,5,0.5,True
6,5,0.6,True
6,5,0.7,True
6,5,0.8,True
6,5,0.9,True
6,5,1.0,True
6,5,1.1,True
6,5,1.2,False
6,5,1.3,False
6,6,0.4,True
6,6,0.5,True
6,6,0.6,True
6,6,0.7,True
6,6,0.8,True
6,6,0.9,True
6,6,1.0,True
6,6,1.1,True
6,6,1.2,False
6,6,1.3,False
6,7,0.4,True
6,7,0.5,True
6,7,0.6,True
6,7,0.7,True
6,7,0.8,True
6,7,0.9,True
6,7,1.0,True
6,7,1.1,False
6,7,1.2,False
6,7,1.3,False
6,8,0.4,True
6,8,0.5,True
6,8,0.6,True
6,8,0.7,True
6,8,0.8,True
6,8,0.9,True
6,8,1.0,True
6,8,1.1,False
6,8,1.2,False
6,8,1.3,False
6,9,0.4,True
6,9,0.5,True
6,9,0.6,True
6,9,0.7,True
6,9,0.8,True
6,9,0.9,True
6,9,1.0,True
6,9,1.1,False
6,9,1.2,False
6,9,1.3,False
6,10,0.4,True
6,10,0.5,True
6,10,0.6,True
6,10,0.7,True
6,10,0.8,True
6,10,0.9,True
6,10,1.0,True
6,10,1.1,False
6,10,1.2,False
6,10,1.3,False
7,1,0.4,True
7,1,0.5,True
7,1,0.6,True
7,1,0.7,True
7,1,0.8,True
7,1,0.9,True
7,1,1.0,True
7,1,1.1,True
7,1,1.2,False
7,1,1.3,False
7,2,0.4,True
7,2,0.5,True
7,2,0.6,True
7,2,0.7,True
7,2,0.8,True
7,2,0.9,True
7,2,1.0,True
7,2,1.1,True
7,2,1.2,False
7,2,1.3,False
7,3,0.4,True
7,3,0.5,True
7,3,0.6,True
7,3,0.7,True
7,3,0.8,True
7,3,0.9,True
7,3,1.0,True
7,3,1.1,True
7,3,1.2,False
7,3,1.3,False
7,4,0.4,True
7,4,0.5,True
7,4,0.6,True
7,4,0.7,True
7,4,0.8,True
7,4,0.9,True
7,4,1.0,True
7,4,1.1,True
7,4,1.2,False
7,4,1.3,False
7,5,0.4,True
7,5,0.5,True
7,5,0.6,True
7,5,0.7,True
7,5,0.8,True
7,5,0.9,True
7,5,1.0,True
7,5,1.1,True
7,5,1.2,False
7,5,1.3,False
7,6,0.4,True
7,6,0.5,True
7,6,0.6,True
7,6,0.7,True
7,6,0.8,True
7,6,0.9,True
7,6,1.0,True
7,6,1.1,True
7,6,1.2,False
7,6,1.3,False
7,9,0.4,True
7,9,0.5,True
7,9,0.6,True
7,9,0.7,True
7,9,0.8,True
7,9,0.9,True
7,9,1.0,True
7,9,1.1,True
7,9,1.2,False
7,9,1.3,False
7,10,0.4,True
7,10,0.5,True
7,10,0.6,True
7,10,0.7,True
7,10,0.8,True
7,10,0.9,True
7,10,1.0,True
7,10,1.1,True
7,10,1.2,False
7,10,1.3,False
7,7,0.4,True
7,7,0.5,True
7,7,0.6,True
7,7,0.7,True
7,7,0.8,True
7,7,0.9,True
7,7,1.0,True
7,7,1.1,True
7,7,1.2,False
7,7,1.3,False
7,8,0.4,True
7,8,0.5,True
7,8,0.6,True
7,8,0.7,True
7,8,0.8,True
7,8,0.9,True
7,8,1.0,True
7,8,1.1,True
7,8,1.2,False
7,8,1.3,False
