L,A,Vbias,result
5,2,2.0,False
5,2,2.3,False
5,3,0.2,False
5,3,0.5,True
5,3,0.8,True
5,3,1.1,True
4,8,1.4,False
4,8,1.7,False
4,8,2.0,False
4,8,2.3,False
4,9,0.2,False
4,9,0.5,True
4,9,0.8,True
4,9,1.1,True
4,9,1.4,False
4,9,1.7,False
4,9,2.0,False
4,9,2.3,False
4,10,0.2,False
4,10,0.5,True
4,10,0.8,True
4,10,1.1,True
4,10,1.4,False
4,10,1.7,False
4,10,2.0,False
4,10,2.3,False
5,6,0.2,False
5,6,0.5,True
5,6,0.8,True
5,6,1.1,True
5,6,1.4,False
5,6,1.7,False
5,6,2.0,False
5,6,2.3,False
5,7,0.2,False
5,7,0.5,True
5,7,0.8,True
5,7,1.1,True
5,7,1.4,False
5,7,1.7,False
5,7,2.0,False
5,7,2.3,False
5,8,0.2,False
5,8,0.5,True
5,8,0.8,True
5,8,1.1,True
5,3,1.4,False
5,3,1.7,False
5,3,2.0,False
5,3,2.3,False
5,4,0.2,False
5,4,0.5,True
5,4,0.8,True
5,4,1.1,True
5,4,1.4,False
5,4,1.7,False
5,4,2.0,False
5,4,2.3,False
5,5,0.2,False
5,5,0.5,True
5,5,0.8,True
5,5,1.1,True
5,5,1.4,False
5,5,1.7,False
5,5,2.0,False
5,5,2.3,False
5,8,1.4,False
5,8,1.7,False
5,8,2.0,False
5,8,2.3,False
5,9,0.2,False
5,9,0.5,True
5,9,0.8,True
5,9,1.1,True
5,9,1.4,False
5,9,1.7,False
5,9,2.0,False
5,9,2.3,False
5,10,0.2,False
5,10,0.5,True
5,10,0.8,True
5,10,1.1,True
5,10,1.4,False
5,10,1.7,False
5,10,2.0,False
5,10,2.3,False
6,1,0.2,False
6,1,0.5,True
6,1,0.8,True
6,1,1.1,True
6,1,1.4,False
6,1,1.7,False
6,1,2.0,False
6,1,2.3,False
6,2,0.2,False
6,2,0.5,True
6,2,0.8,True
6,2,1.1,True
6,2,1.4,False
6,2,1.7,False
6,2,2.0,False
6,2,2.3,False
6,3,0.2,False
6,3,0.5,True
6,3,0.8,True
6,3,1.1,True
6,6,0.2,False
6,6,0.5,True
6,6,0.8,True
6,6,1.1,True
6,6,1.4,False
6,6,1.7,False
6,6,2.0,False
6,6,2.3,False
6,7,0.2,False
6,7,0.5,True
6,7,0.8,True
6,7,1.1,False
6,7,1.4,False
6,7,1.7,False
6,7,2.0,False
6,7,2.3,False
6,8,0.2,False
6,8,0.5,True
6,8,0.8,True
6,8,1.1,False
6,3,1.4,False
6,3,1.7,False
6,3,2.0,False
6,3,2.3,False
6,4,0.2,False
6,4,0.5,True
6,4,0.8,True
6,4,1.1,True
6,4,1.4,False
6,4,1.7,False
6,4,2.0,False
6,4,2.3,False
6,5,0.2,False
6,5,0.5,True
6,5,0.8,True
6,5,1.1,True
6,5,1.4,False
6,5,1.7,False
6,5,2.0,False
6,5,2.3,False
7,1,0.2,False
7,1,0.5,True
7,1,0.8,True
7,1,1.1,True
7,1,1.4,False
7,1,1.7,False
7,1,2.0,False
7,1,2.3,False
7,2,0.2,False
7,2,0.5,True
7,2,0.8,True
7,2,1.1,True
7,2,1.4,False
7,2,1.7,False
7,2,2.0,False
7,2,2.3,False
7,3,0.2,False
7,3,0.5,True
7,3,0.8,True
7,3,1.1,True
6,8,1.4,False
6,8,1.7,False
6,8,2.0,False
6,8,2.3,False
6,9,0.2,False
6,9,0.5,True
6,9,0.8,True
6,9,1.1,False
6,9,1.4,False
6,9,1.7,False
6,9,2.0,False
6,9,2.3,False
6,10,0.2,False
6,10,0.5,True
6,10,0.8,True
6,10,1.1,False
6,10,1.4,False
6,10,1.7,False
6,10,2.0,False
6,10,2.3,False
7,3,1.4,False
7,3,1.7,False
7,3,2.0,False
7,3,2.3,False
7,4,0.2,False
7,4,0.5,True
7,4,0.8,True
7,4,1.1,True
7,4,1.4,False
7,4,1.7,False
7,4,2.0,False
7,4,2.3,False
7,5,0.2,False
7,5,0.5,True
7,5,0.8,True
7,5,1.1,True
7,5,1.4,False
7,5,1.7,False
7,5,2.0,False
7,5,2.3,False
7,6,0.2,False
7,6,0.5,True
7,6,0.8,True
7,6,1.1,True
7,6,1.4,False
7,6,1.7,False
7,6,2.0,False
7,6,2.3,False
7,7,0.2,False
7,7,0.5,True
7,7,0.8,True
7,7,1.1,True
7,7,1.4,False
7,7,1.7,False
7,7,2.0,False
7,7,2.3,False
7,8,0.2,False
7,8,0.5,True
7,8,0.8,True
7,8,1.1,True
8,1,0.2,False
8,1,0.5,True
8,1,0.8,False
8,1,1.1,False
8,1,1.4,False
8,1,1.7,False
8,1,2.0,False
8,1,2.3,False
8,2,0.2,False
8,2,0.5,True
8,2,0.8,False
8,2,1.1,False
8,2,1.4,False
8,2,1.7,False
8,2,2.0,False
8,2,2.3,False
8,3,0.2,False
8,3,0.5,True
8,3,0.8,False
8,3,1.1,False
7,8,1.4,False
7,8,1.7,False
7,8,2.0,False
7,8,2.3,False
7,9,0.2,False
7,9,0.5,True
7,9,0.8,True
7,9,1.1,True
7,9,1.4,False
7,9,1.7,False
7,9,2.0,False
7,9,2.3,False
7,10,0.2,False
7,10,0.5,True
7,10,0.8,True
7,10,1.1,True
7,10,1.4,False
7,10,1.7,False
7,10,2.0,False
7,10,2.3,False
8,6,0.2,False
8,6,0.5,True
8,6,0.8,False
8,6,1.1,False
8,6,1.4,False
8,6,1.7,False
8,6,2.0,False
8,6,2.3,False
8,7,0.2,False
8,7,0.5,True
8,7,0.8,False
8,7,1.1,False
8,7,1.4,False
8,7,1.7,False
8,7,2.0,False
8,7,2.3,False
8,8,0.2,False
8,8,0.5,True
8,8,0.8,False
8,8,1.1,False
8,3,1.4,False
8,3,1.7,False
8,3,2.0,False
8,3,2.3,False
8,4,0.2,False
8,4,0.5,True
8,4,0.8,False
8,4,1.1,False
8,4,1.4,False
8,4,1.7,False
8,4,2.0,False
8,4,2.3,False
8,5,0.2,False
8,5,0.5,True
8,5,0.8,False
8,5,1.1,False
8,5,1.4,False
8,5,1.7,False
8,5,2.0,False
8,5,2.3,False
9,1,0.2,False
9,1,0.5,True
9,1,0.8,False
9,1,1.1,False
9,1,1.4,False
9,1,1.7,False
9,1,2.0,False
9,1,2.3,False
9,2,0.2,False
9,2,0.5,True
9,2,0.8,False
9,2,1.1,False
9,2,1.4,False
9,2,1.7,False
9,2,2.0,False
9,2,2.3,False
9,3,0.2,False
9,3,0.5,True
9,3,0.8,False
9,3,1.1,False
8,8,1.4,False
8,8,1.7,False
8,8,2.0,False
8,8,2.3,False
8,9,0.2,False
8,9,0.5,True
8,9,0.8,False
8,9,1.1,False
8,9,1.4,False
8,9,1.7,False
8,9,2.0,False
8,9,2.3,False
8,10,0.2,False
8,10,0.5,True
8,10,0.8,False
8,10,1.1,False
8,10,1.4,False
8,10,1.7,False
8,10,2.0,False
8,10,2.3,False
9,3,1.4,False
9,3,1.7,False
9,3,2.0,False
9,3,2.3,False
9,4,0.2,False
9,4,0.5,True
9,4,0.8,False
9,4,1.1,False
9,4,1.4,False
9,4,1.7,False
9,4,2.0,False
9,4,2.3,False
9,5,0.2,False
9,5,0.5,True
9,5,0.8,False
9,5,1.1,False
9,5,1.4,False
9,5,1.7,False
9,5,2.0,False
9,5,2.3,False
9,6,0.2,False
9,6,0.5,True
9,6,0.8,False
9,6,1.1,False
9,6,1.4,False
9,6,1.7,False
9,6,2.0,False
9,6,2.3,False
9,7,0.2,False
9,7,0.5,True
9,7,0.8,False
9,7,1.1,False
9,7,1.4,False
9,7,1.7,False
9,7,2.0,False
9,7,2.3,False
9,8,0.2,False
9,8,0.5,True
9,8,0.8,False
9,8,1.1,False
10,1,0.2,False
10,1,0.5,False
10,1,0.8,False
10,1,1.1,False
10,1,1.4,False
10,1,1.7,False
10,1,2.0,False
10,1,2.3,False
10,2,0.2,False
10,2,0.5,False
10,2,0.8,False
10,2,1.1,False
10,2,1.4,False
10,2,1.7,False
10,2,2.0,False
10,2,2.3,False
10,3,0.2,False
10,3,0.5,False
10,3,0.8,False
10,3,1.1,False
9,8,1.4,False
9,8,1.7,False
9,8,2.0,False
9,8,2.3,False
9,9,0.2,False
9,9,0.5,True
9,9,0.8,False
9,9,1.1,False
9,9,1.4,False
9,9,1.7,False
9,9,2.0,False
9,9,2.3,False
9,10,0.2,False
9,10,0.5,True
9,10,0.8,False
9,10,1.1,False
9,10,1.4,False
9,10,1.7,False
9,10,2.0,False
9,10,2.3,False
10,3,1.4,False
10,3,1.7,False
10,3,2.0,False
10,3,2.3,False
10,4,0.2,False
10,4,0.5,False
10,4,0.8,False
10,4,1.1,False
10,4,1.4,False
10,4,1.7,False
10,4,2.0,False
10,4,2.3,False
10,5,0.2,False
10,5,0.5,False
10,5,0.8,False
10,5,1.1,False
10,5,1.4,False
10,5,1.7,False
10,5,2.0,False
10,5,2.3,False
10,6,0.2,False
10,6,0.5,False
10,6,0.8,False
10,6,1.1,False
10,6,1.4,False
10,6,1.7,False
10,6,2.0,False
10,6,2.3,False
10,7,0.2,False
10,7,0.5,False
10,7,0.8,False
10,7,1.1,False
10,7,1.4,False
10,7,1.7,False
10,7,2.0,False
10,7,2.3,False
10,8,0.2,False
10,8,0.5,False
10,8,0.8,False
10,8,1.1,False
10,8,1.4,False
10,8,1.7,False
10,8,2.0,False
10,8,2.3,False
10,9,0.2,False
10,9,0.5,False
10,9,0.8,False
10,9,1.1,False
10,9,1.4,False
10,9,1.7,False
10,9,2.0,False
10,9,2.3,False
10,10,0.2,False
10,10,0.5,False
10,10,0.8,False
10,10,1.1,False
10,10,1.4,False
10,10,1.7,False
10,10,2.0,False
10,10,2.3,False
